Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
EU-20231122-0902,22/11/2023,24/11/2023,Same Day,CZ-9420,Anna Procházková,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,East,P-95879,Office Supplies,Art,Highlighters Neon 6,485.21,1,0,95.96
EU-20250901-0903,01/09/2025,03/09/2025,First Class,CZ-4285,Jakub Veselý,Consumer,Czechia,Liberec,Liberec Region,46000,East,P-45863,Office Supplies,Binders,Staples Binders Pack,387.83,2,0.4,-122.83
EU-20250926-0904,26/09/2025,29/09/2025,First Class,CZ-4867,Lukáš Černý,Home Office,Czechia,Brno,South Moravian,60200,West,P-86154,Furniture,Tables,Coffee Table Modern,790.65,9,0.3,19.38
EU-20241009-0905,09/10/2024,10/10/2024,First Class,CZ-3165,Petr Svoboda,Consumer,Czechia,České Budějovice,South Bohemian,37001,South,P-49220,Furniture,Tables,Coffee Table Modern,275.07,2,0.2,-11.19
EU-20231101-0906,01/11/2023,02/11/2023,First Class,CZ-5782,Anna Procházková,Home Office,Czechia,Liberec,Liberec Region,46000,South,P-64712,Technology,Accessories,USB-C Hub 7-in-1,651.14,4,0.2,9.24
EU-20230402-0907,02/04/2023,08/04/2023,Second Class,CZ-3523,Tomas Horák,Consumer,Czechia,České Budějovice,South Bohemian,37001,Central,P-70926,Office Supplies,Art,Highlighters Neon 6,2465.69,7,0.1,442.24
EU-20240504-0908,04/05/2024,05/05/2024,Same Day,CZ-2220,Jan Novak,Home Office,Czechia,České Budějovice,South Bohemian,37001,East,P-23163,Furniture,Tables,Coffee Table Modern,442.34,2,0.3,-78.29
EU-20240115-0909,15/01/2024,17/01/2024,Second Class,CZ-1834,Lukáš Černý,Consumer,Czechia,České Budějovice,South Bohemian,37001,Central,P-42214,Technology,Phones,Business Phone Pro,365.52,4,0,130.83
EU-20250523-0910,23/05/2025,25/05/2025,First Class,CZ-1209,Lukáš Černý,Corporate,Czechia,Brno,South Moravian,60200,Central,P-68408,Office Supplies,Art,Highlighters Neon 6,3132.64,7,0,347.04
EU-20240911-0911,11/09/2024,11/09/2024,Standard Class,CZ-4110,Eva Dvořáková,Consumer,Czechia,Plzeň,Plzeň Region,30100,South,P-68703,Technology,Phones,Business Phone Pro,630.43,9,0.2,-66.82
EU-20250205-0912,05/02/2025,08/02/2025,Same Day,CZ-6024,Jakub Veselý,Corporate,Czechia,Liberec,Liberec Region,46000,South,P-55807,Furniture,Bookcases,IKEA Billy Bookcase,602.03,4,0.1,1.63
EU-20230415-0913,15/04/2023,16/04/2023,Standard Class,CZ-6578,Lukáš Černý,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,East,P-64703,Technology,Phones,Smartphone X Lite,387.84,6,0,55.19
EU-20250201-0914,01/02/2025,04/02/2025,Standard Class,CZ-5808,Katerina Malá,Consumer,Czechia,České Budějovice,South Bohemian,37001,West,P-67089,Office Supplies,Paper,A4 Copy Paper 500,1214.06,6,0.2,138.72
EU-20241212-0915,12/12/2024,16/12/2024,Standard Class,CZ-2888,Jakub Veselý,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-66325,Technology,Accessories,Wireless Mouse,274.93,2,0.4,-147.85
EU-20240424-0916,24/04/2024,26/04/2024,First Class,CZ-9701,Tomas Horák,Home Office,Czechia,Brno,South Moravian,60200,West,P-77359,Technology,Phones,Smartphone X Lite,649.6,8,0.2,-5.74
EU-20240901-0917,01/09/2024,01/09/2024,Same Day,CZ-7519,Anna Procházková,Corporate,Czechia,Brno,South Moravian,60200,East,P-77313,Furniture,Bookcases,Classic Oak Bookcase,2085.7,8,0.4,-595.25
EU-20250123-0918,23/01/2025,23/01/2025,First Class,CZ-3989,Tomas Horák,Consumer,Czechia,Brno,South Moravian,60200,Central,P-51111,Office Supplies,Paper,A4 Copy Paper 500,1428.27,5,0.4,-716.07
EU-20230108-0919,08/01/2023,14/01/2023,Standard Class,CZ-3722,Katerina Malá,Home Office,Czechia,České Budějovice,South Bohemian,37001,East,P-80192,Office Supplies,Storage,Plastic Storage Box,907.2,6,0.2,87.15
EU-20230807-0920,07/08/2023,10/08/2023,First Class,CZ-2918,Tomas Horák,Consumer,Czechia,Plzeň,Plzeň Region,30100,East,P-65568,Technology,Accessories,Mechanical Keyboard,687.92,8,0,99.66
EU-20250102-0921,02/01/2025,02/01/2025,Standard Class,CZ-2824,Anna Procházková,Home Office,Czechia,Prague,Prague Region,11000,West,P-20683,Technology,Accessories,Mechanical Keyboard,1423.62,4,0.2,283.99
EU-20230716-0922,16/07/2023,17/07/2023,Second Class,CZ-1064,Tomas Horák,Home Office,Czechia,Olomouc,Olomouc Region,77900,West,P-19491,Office Supplies,Art,Highlighters Neon 6,506.3,5,0,44.81
EU-20240104-0923,04/01/2024,04/01/2024,Second Class,CZ-3242,Lukáš Černý,Consumer,Czechia,Liberec,Liberec Region,46000,East,P-64154,Office Supplies,Binders,Heavy-Duty Binder,1463.28,8,0,144.17
EU-20230805-0924,05/08/2023,07/08/2023,First Class,CZ-1823,Petr Svoboda,Consumer,Czechia,Olomouc,Olomouc Region,77900,South,P-32912,Furniture,Bookcases,OfficePro Bookcase,2124.09,9,0,630.03
EU-20250218-0925,18/02/2025,20/02/2025,Second Class,CZ-3892,Lukáš Černý,Consumer,Czechia,Olomouc,Olomouc Region,77900,South,P-15534,Office Supplies,Art,Highlighters Neon 6,277.26,4,0.3,-24.98
EU-20230321-0926,21/03/2023,27/03/2023,Standard Class,CZ-9587,Jan Novak,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-66326,Technology,Phones,Business Phone Pro,2236.78,7,0,116.61
EU-20240727-0927,27/07/2024,28/07/2024,Same Day,CZ-9648,Anna Procházková,Consumer,Czechia,České Budějovice,South Bohemian,37001,Central,P-69624,Technology,Copiers,Office Copier 3000,132.05,7,0.2,-12.99
EU-20231211-0928,11/12/2023,14/12/2023,Second Class,CZ-9817,Eva Dvořáková,Consumer,Czechia,Brno,South Moravian,60200,West,P-95914,Technology,Accessories,Mechanical Keyboard,3221.54,7,0,627.79
EU-20231003-0929,03/10/2023,04/10/2023,Second Class,CZ-2736,Lukáš Černý,Corporate,Czechia,Olomouc,Olomouc Region,77900,South,P-23334,Technology,Copiers,All-in-One Printer,2288.88,8,0.1,528.86
EU-20230326-0930,26/03/2023,30/03/2023,Standard Class,CZ-1667,Jakub Veselý,Consumer,Czechia,Olomouc,Olomouc Region,77900,East,P-78906,Furniture,Tables,Coffee Table Modern,4212.72,9,0,679.94
EU-20250418-0931,18/04/2025,23/04/2025,Standard Class,CZ-6599,Anna Procházková,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,Central,P-13650,Office Supplies,Paper,Photo Paper Glossy,39.44,3,0.3,-10.82
EU-20240820-0932,20/08/2024,25/08/2024,Same Day,CZ-3384,Jakub Veselý,Consumer,Czechia,Liberec,Liberec Region,46000,Central,P-59961,Furniture,Chairs,Ergo Mesh Chair,3471.72,7,0,261.83
EU-20231228-0933,28/12/2023,01/01/2024,Standard Class,CZ-5976,Jan Novak,Consumer,Czechia,Brno,South Moravian,60200,East,P-64847,Technology,Accessories,Wireless Mouse,1794.08,8,0,200.14
EU-20230525-0934,25/05/2023,27/05/2023,Second Class,CZ-3908,Anna Procházková,Consumer,Czechia,České Budějovice,South Bohemian,37001,South,P-80248,Technology,Copiers,All-in-One Printer,706.9,2,0.2,13.01
EU-20240807-0935,07/08/2024,13/08/2024,Same Day,CZ-5009,Anna Procházková,Consumer,Czechia,České Budějovice,South Bohemian,37001,South,P-56936,Furniture,Chairs,Executive Leather Chair,2627.17,7,0,468.54
EU-20240302-0936,02/03/2024,05/03/2024,Same Day,CZ-9401,Eva Dvořáková,Consumer,Czechia,Plzeň,Plzeň Region,30100,South,P-46495,Technology,Phones,Business Phone Pro,1328.22,6,0.4,-278.23
EU-20250929-0937,29/09/2025,30/09/2025,First Class,CZ-7839,Tomas Horák,Consumer,Czechia,Plzeň,Plzeň Region,30100,South,P-19716,Furniture,Chairs,Executive Leather Chair,1230.69,4,0.2,-3.73
EU-20241010-0938,10/10/2024,11/10/2024,Same Day,CZ-8213,Anna Procházková,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,East,P-54223,Furniture,Bookcases,OfficePro Bookcase,1398.42,4,0.1,113.8
EU-20230208-0939,08/02/2023,12/02/2023,Standard Class,CZ-7833,Jan Novak,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-83889,Technology,Accessories,USB-C Hub 7-in-1,519.76,4,0,138.02
EU-20240926-0940,26/09/2024,01/10/2024,Standard Class,CZ-1889,Jan Novak,Home Office,Czechia,České Budějovice,South Bohemian,37001,East,P-73600,Furniture,Chairs,Ergo Mesh Chair,3876.48,8,0,867.12
EU-20241008-0941,08/10/2024,13/10/2024,Standard Class,CZ-9101,Eva Dvořáková,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-99299,Office Supplies,Art,Highlighters Neon 6,104.17,7,0.3,-19.36
EU-20250516-0942,16/05/2025,19/05/2025,Standard Class,CZ-5538,Katerina Malá,Consumer,Czechia,Olomouc,Olomouc Region,77900,South,P-71245,Office Supplies,Paper,Photo Paper Glossy,123.84,1,0.3,-32.43
EU-20241102-0943,02/11/2024,03/11/2024,First Class,CZ-9458,Jan Novak,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,East,P-27221,Technology,Copiers,All-in-One Printer,1495.52,4,0.2,-105.42
EU-20241018-0944,18/10/2024,23/10/2024,First Class,CZ-5418,Lukáš Černý,Corporate,Czechia,Olomouc,Olomouc Region,77900,South,P-53601,Furniture,Chairs,Executive Leather Chair,775.41,2,0.2,-84.82
EU-20250222-0945,22/02/2025,23/02/2025,Same Day,CZ-3739,Eva Dvořáková,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,East,P-23231,Technology,Accessories,Mechanical Keyboard,329.58,3,0.4,-161.52
EU-20250118-0946,18/01/2025,19/01/2025,Standard Class,CZ-1292,Anna Procházková,Consumer,Czechia,Prague,Prague Region,11000,Central,P-85379,Technology,Copiers,All-in-One Printer,419.18,1,0,109.04
EU-20230822-0947,22/08/2023,22/08/2023,Same Day,CZ-3374,Jakub Veselý,Home Office,Czechia,Liberec,Liberec Region,46000,Central,P-77808,Furniture,Bookcases,OfficePro Bookcase,1701.54,9,0,198.99
EU-20230112-0948,12/01/2023,14/01/2023,Same Day,CZ-3488,Tomas Horák,Home Office,Czechia,České Budějovice,South Bohemian,37001,East,P-86428,Furniture,Chairs,Ergo Mesh Chair,3934.24,8,0,522.94
EU-20230321-0949,21/03/2023,21/03/2023,Second Class,CZ-6409,Lukáš Černý,Consumer,Czechia,Brno,South Moravian,60200,East,P-52438,Office Supplies,Binders,Staples Binders Pack,2139.95,5,0,271.03
EU-20231109-0950,09/11/2023,11/11/2023,Standard Class,CZ-1028,Eva Dvořáková,Home Office,Czechia,Liberec,Liberec Region,46000,Central,P-35596,Furniture,Bookcases,Classic Oak Bookcase,99.96,2,0,12.04
EU-20250728-0951,28/07/2025,31/07/2025,Standard Class,CZ-4602,Lukáš Černý,Corporate,Czechia,České Budějovice,South Bohemian,37001,West,P-15062,Office Supplies,Binders,Staples Binders Pack,292.56,5,0.4,-161.36
EU-20240524-0952,24/05/2024,26/05/2024,Standard Class,CZ-1325,Katerina Malá,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-91258,Technology,Copiers,Office Copier 3000,836.37,5,0.1,83.58
EU-20231120-0953,20/11/2023,21/11/2023,First Class,CZ-2349,Jan Novak,Corporate,Czechia,České Budějovice,South Bohemian,37001,South,P-30080,Furniture,Bookcases,IKEA Billy Bookcase,2801.55,7,0.1,301.67
EU-20250106-0954,06/01/2025,12/01/2025,Standard Class,CZ-1091,Lukáš Černý,Consumer,Czechia,Olomouc,Olomouc Region,77900,Central,P-56412,Office Supplies,Binders,Heavy-Duty Binder,1183.06,7,0.4,-252.72
EU-20240410-0955,10/04/2024,10/04/2024,First Class,CZ-7861,Eva Dvořáková,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-71914,Office Supplies,Binders,Staples Binders Pack,244.44,1,0,29.11
EU-20250331-0956,31/03/2025,31/03/2025,Same Day,CZ-6622,Jakub Veselý,Consumer,Czechia,Prague,Prague Region,11000,Central,P-93797,Furniture,Chairs,Ergo Mesh Chair,781.82,4,0.3,-45.39
EU-20241022-0957,22/10/2024,26/10/2024,First Class,CZ-5086,Eva Dvořáková,Corporate,Czechia,Liberec,Liberec Region,46000,South,P-76201,Office Supplies,Paper,A4 Copy Paper 500,261.28,4,0.2,7.93
EU-20230225-0958,25/02/2023,28/02/2023,Same Day,CZ-8951,Tomas Horák,Corporate,Czechia,Plzeň,Plzeň Region,30100,South,P-55687,Office Supplies,Binders,Heavy-Duty Binder,1132.96,4,0,184.94
EU-20240417-0959,17/04/2024,19/04/2024,Second Class,CZ-8233,Jakub Veselý,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-11102,Office Supplies,Art,Marker Set 24,1000.73,8,0.1,83.58
EU-20230423-0960,23/04/2023,25/04/2023,Second Class,CZ-9780,Eva Dvořáková,Corporate,Czechia,Prague,Prague Region,11000,East,P-82090,Technology,Accessories,Wireless Mouse,875.06,2,0,226.02
EU-20240918-0961,18/09/2024,24/09/2024,Same Day,CZ-5798,Lukáš Černý,Consumer,Czechia,České Budějovice,South Bohemian,37001,South,P-49373,Office Supplies,Binders,Heavy-Duty Binder,1305.65,8,0.1,-0.73
EU-20231207-0962,07/12/2023,07/12/2023,Same Day,CZ-2353,Lukáš Černý,Home Office,Czechia,Liberec,Liberec Region,46000,Central,P-36986,Furniture,Bookcases,Classic Oak Bookcase,19.42,1,0,7.52
EU-20240708-0963,08/07/2024,14/07/2024,Same Day,CZ-1022,Jakub Veselý,Home Office,Czechia,Prague,Prague Region,11000,West,P-85930,Technology,Phones,Smartphone X Lite,1148.56,4,0.3,-467.59
EU-20240125-0964,25/01/2024,26/01/2024,Standard Class,CZ-8292,Jan Novak,Corporate,Czechia,Liberec,Liberec Region,46000,East,P-25438,Furniture,Chairs,Stackable Chair Set,1916.15,5,0,474.34
EU-20250519-0965,19/05/2025,23/05/2025,Same Day,CZ-6061,Jan Novak,Consumer,Czechia,České Budějovice,South Bohemian,37001,Central,P-23026,Furniture,Tables,Coffee Table Modern,760.02,3,0,97.75
EU-20250722-0966,22/07/2025,24/07/2025,Same Day,CZ-6574,Tomas Horák,Home Office,Czechia,Liberec,Liberec Region,46000,East,P-48179,Furniture,Chairs,Stackable Chair Set,1090.84,4,0,86.93
EU-20240229-0967,29/02/2024,01/03/2024,Standard Class,CZ-6783,Lukáš Černý,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-36751,Technology,Accessories,Mechanical Keyboard,51.46,1,0.3,-4.14
EU-20240121-0968,21/01/2024,26/01/2024,Standard Class,CZ-2079,Jan Novak,Corporate,Czechia,Prague,Prague Region,11000,West,P-15322,Technology,Phones,Business Phone Pro,2761.2,9,0,383.61
EU-20240226-0969,26/02/2024,03/03/2024,Same Day,CZ-7214,Lukáš Černý,Home Office,Czechia,České Budějovice,South Bohemian,37001,South,P-31390,Furniture,Tables,Conference Table 2m,666.4,4,0.2,75.01
EU-20240528-0970,28/05/2024,31/05/2024,Second Class,CZ-3653,Eva Dvořáková,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-73620,Technology,Copiers,All-in-One Printer,1732.68,4,0,523.55
EU-20240411-0971,11/04/2024,12/04/2024,Second Class,CZ-4284,Tomas Horák,Consumer,Czechia,Prague,Prague Region,11000,Central,P-34124,Furniture,Bookcases,IKEA Billy Bookcase,303.22,2,0,66.79
EU-20240131-0972,31/01/2024,05/02/2024,First Class,CZ-1864,Tomas Horák,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,Central,P-22055,Technology,Phones,Smartphone X Lite,3578.32,8,0,273.07
EU-20250813-0973,13/08/2025,19/08/2025,Second Class,CZ-9502,Tomas Horák,Consumer,Czechia,Prague,Prague Region,11000,West,P-56540,Furniture,Chairs,Executive Leather Chair,2024.05,5,0,439.94
EU-20241206-0974,06/12/2024,11/12/2024,First Class,CZ-1946,Jakub Veselý,Consumer,Czechia,České Budějovice,South Bohemian,37001,Central,P-35762,Office Supplies,Art,Marker Set 24,1956.48,8,0.2,185.81
EU-20240719-0975,19/07/2024,25/07/2024,Same Day,CZ-2308,Lukáš Černý,Corporate,Czechia,Brno,South Moravian,60200,South,P-65283,Furniture,Chairs,Ergo Mesh Chair,711.63,5,0.1,19.05
EU-20230910-0976,10/09/2023,11/09/2023,Standard Class,CZ-9934,Jan Novak,Consumer,Czechia,České Budějovice,South Bohemian,37001,South,P-43734,Furniture,Chairs,Executive Leather Chair,1201.44,3,0,362.22
EU-20230420-0977,20/04/2023,20/04/2023,Standard Class,CZ-7728,Tomas Horák,Corporate,Czechia,Liberec,Liberec Region,46000,South,P-71779,Office Supplies,Storage,Plastic Storage Box,1733.22,9,0,438.57
EU-20240710-0978,10/07/2024,13/07/2024,Second Class,CZ-1145,Lukáš Černý,Consumer,Czechia,České Budějovice,South Bohemian,37001,South,P-70107,Technology,Copiers,All-in-One Printer,1099.28,4,0,439.71
EU-20241223-0979,23/12/2024,28/12/2024,Second Class,CZ-7382,Katerina Malá,Consumer,Czechia,Olomouc,Olomouc Region,77900,South,P-28895,Technology,Phones,Business Phone Pro,486.99,7,0,90.97
EU-20240501-0980,01/05/2024,03/05/2024,Same Day,CZ-9572,Jakub Veselý,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,East,P-38225,Technology,Copiers,All-in-One Printer,104.4,1,0.3,-34.6
EU-20231229-0981,29/12/2023,29/12/2023,Second Class,CZ-2667,Lukáš Černý,Home Office,Czechia,České Budějovice,South Bohemian,37001,Central,P-87400,Technology,Copiers,All-in-One Printer,1618.36,4,0,243.84
EU-20240628-0982,28/06/2024,29/06/2024,Second Class,CZ-4064,Eva Dvořáková,Consumer,Czechia,České Budějovice,South Bohemian,37001,Central,P-57078,Technology,Copiers,Office Copier 3000,521.08,8,0.3,-99.76
EU-20240128-0983,28/01/2024,31/01/2024,Second Class,CZ-2646,Anna Procházková,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-26142,Technology,Accessories,Wireless Mouse,168.82,1,0.3,-10.32
EU-20250706-0984,06/07/2025,06/07/2025,Second Class,CZ-5331,Eva Dvořáková,Corporate,Czechia,Olomouc,Olomouc Region,77900,East,P-62186,Technology,Phones,Smartphone X Lite,2499.4,5,0,692.24
EU-20230109-0985,09/01/2023,12/01/2023,Second Class,CZ-8036,Petr Svoboda,Consumer,Czechia,Olomouc,Olomouc Region,77900,South,P-63472,Technology,Phones,Smartphone X Lite,2054.32,7,0.3,-428.46
EU-20250920-0986,20/09/2025,20/09/2025,Standard Class,CZ-3211,Lukáš Černý,Corporate,Czechia,Liberec,Liberec Region,46000,East,P-97459,Technology,Phones,Business Phone Pro,504.48,6,0,1.05
EU-20240713-0987,13/07/2024,17/07/2024,Same Day,CZ-5541,Petr Svoboda,Corporate,Czechia,Brno,South Moravian,60200,West,P-55771,Furniture,Tables,Coffee Table Modern,2458.48,8,0,120.44
EU-20230411-0988,11/04/2023,15/04/2023,Standard Class,CZ-2702,Eva Dvořáková,Home Office,Czechia,Brno,South Moravian,60200,West,P-28385,Furniture,Tables,Coffee Table Modern,1742.16,8,0,202.12
EU-20250618-0989,18/06/2025,21/06/2025,First Class,CZ-7035,Tomas Horák,Home Office,Czechia,Olomouc,Olomouc Region,77900,Central,P-91238,Technology,Phones,Smartphone X Lite,971.69,5,0.1,233.15
EU-20231113-0990,13/11/2023,14/11/2023,First Class,CZ-9974,Katerina Malá,Home Office,Czechia,Brno,South Moravian,60200,Central,P-20974,Technology,Accessories,USB-C Hub 7-in-1,422.7,1,0.1,68.73
EU-20250627-0991,27/06/2025,02/07/2025,Second Class,CZ-4722,Tomas Horák,Consumer,Czechia,České Budějovice,South Bohemian,37001,South,P-65612,Furniture,Bookcases,IKEA Billy Bookcase,449.2,1,0.1,104
EU-20240605-0992,05/06/2024,09/06/2024,Same Day,CZ-7853,Katerina Malá,Corporate,Czechia,Brno,South Moravian,60200,East,P-50477,Office Supplies,Storage,Plastic Storage Box,175.57,1,0.2,18.05
EU-20230510-0993,10/05/2023,14/05/2023,Second Class,CZ-4203,Jakub Veselý,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,South,P-49267,Technology,Copiers,Office Copier 3000,102.34,4,0.2,-5.21
EU-20250908-0994,08/09/2025,14/09/2025,Second Class,CZ-4201,Jan Novak,Corporate,Czechia,Olomouc,Olomouc Region,77900,West,P-92269,Office Supplies,Art,Highlighters Neon 6,3779.38,9,0.1,83
EU-20240307-0995,07/03/2024,08/03/2024,Same Day,CZ-7028,Eva Dvořáková,Corporate,Czechia,Brno,South Moravian,60200,East,P-99614,Technology,Copiers,Office Copier 3000,102.64,1,0,11.73
EU-20231121-0996,21/11/2023,22/11/2023,Standard Class,CZ-7772,Lukáš Černý,Home Office,Czechia,Prague,Prague Region,11000,Central,P-29731,Office Supplies,Binders,Heavy-Duty Binder,1445.98,8,0.3,-105.09
EU-20250421-0997,21/04/2025,22/04/2025,First Class,CZ-6273,Eva Dvořáková,Consumer,Czechia,Olomouc,Olomouc Region,77900,East,P-85677,Office Supplies,Art,Highlighters Neon 6,589.74,2,0,117.51
EU-20250128-0998,28/01/2025,31/01/2025,First Class,CZ-7745,Jakub Veselý,Home Office,Czechia,Plzeň,Plzeň Region,30100,South,P-23934,Technology,Accessories,Mechanical Keyboard,1092.41,3,0.2,249.9
EU-20230628-0999,28/06/2023,28/06/2023,Second Class,CZ-2861,Lukáš Černý,Corporate,Czechia,Prague,Prague Region,11000,East,P-56910,Furniture,Chairs,Ergo Mesh Chair,419.48,1,0.1,30.09
EU-20230508-1000,08/05/2023,14/05/2023,Second Class,CZ-7668,Jan Novak,Home Office,Czechia,Liberec,Liberec Region,46000,East,P-55784,Furniture,Bookcases,Classic Oak Bookcase,1616.2,9,0.3,72.55
EU-20240223-1001,23/02/2024,23/02/2024,Same Day,CZ-3846,Petr Svoboda,Corporate,Czechia,Liberec,Liberec Region,46000,Central,P-36708,Furniture,Tables,Coffee Table Modern,591.76,9,0.3,-122.51
EU-20231024-1002,24/10/2023,25/10/2023,Standard Class,CZ-7521,Petr Svoboda,Consumer,Czechia,Liberec,Liberec Region,46000,East,P-32948,Technology,Phones,Business Phone Pro,274.35,2,0.2,-5.21
EU-20230512-1003,12/05/2023,14/05/2023,Second Class,CZ-5477,Katerina Malá,Consumer,Czechia,České Budějovice,South Bohemian,37001,East,P-94105,Office Supplies,Storage,Plastic Storage Box,3463.02,9,0,993.53
EU-20250701-1004,01/07/2025,03/07/2025,First Class,CZ-6404,Anna Procházková,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,Central,P-64545,Office Supplies,Storage,Plastic Storage Box,44.52,6,0,17.81
EU-20230131-1005,31/01/2023,01/02/2023,Standard Class,CZ-4175,Petr Svoboda,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,South,P-19425,Office Supplies,Art,Marker Set 24,836.56,2,0,98.52
EU-20230516-1006,16/05/2023,22/05/2023,Standard Class,CZ-5323,Katerina Malá,Corporate,Czechia,České Budějovice,South Bohemian,37001,Central,P-25248,Furniture,Chairs,Ergo Mesh Chair,513.07,3,0.2,-52.21
EU-20250705-1007,05/07/2025,08/07/2025,Same Day,CZ-8844,Jakub Veselý,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-98031,Technology,Copiers,All-in-One Printer,3614.22,9,0,430.67
EU-20230420-1008,20/04/2023,22/04/2023,Second Class,CZ-3731,Tomas Horák,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-97086,Office Supplies,Art,Highlighters Neon 6,281.56,3,0.1,5.51
EU-20240522-1009,22/05/2024,25/05/2024,Same Day,CZ-7794,Jan Novak,Corporate,Czechia,Brno,South Moravian,60200,Central,P-38876,Technology,Accessories,Wireless Mouse,1628.12,5,0.2,-228.63
EU-20230318-1010,18/03/2023,19/03/2023,Standard Class,CZ-3873,Katerina Malá,Consumer,Czechia,Brno,South Moravian,60200,South,P-13346,Technology,Phones,Business Phone Pro,1187.32,4,0.1,171.89
EU-20240317-1011,17/03/2024,20/03/2024,First Class,CZ-1244,Katerina Malá,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,West,P-45393,Technology,Accessories,Wireless Mouse,31.46,1,0,6.36
EU-20241213-1012,13/12/2024,13/12/2024,Same Day,CZ-8310,Jan Novak,Consumer,Czechia,Prague,Prague Region,11000,Central,P-45167,Office Supplies,Storage,File Cabinet 2-Drawer,1508.88,6,0,291.13
EU-20241014-1013,14/10/2024,19/10/2024,Standard Class,CZ-4374,Katerina Malá,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,South,P-55679,Office Supplies,Storage,Plastic Storage Box,1189.84,8,0,213
EU-20230921-1014,21/09/2023,24/09/2023,Same Day,CZ-6108,Katerina Malá,Home Office,Czechia,České Budějovice,South Bohemian,37001,East,P-43725,Furniture,Bookcases,OfficePro Bookcase,396.33,1,0,51.69
EU-20250308-1015,08/03/2025,10/03/2025,Same Day,CZ-6646,Eva Dvořáková,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,South,P-31329,Office Supplies,Art,Marker Set 24,1434.63,3,0,502.79
EU-20250106-1016,06/01/2025,10/01/2025,Same Day,CZ-5083,Katerina Malá,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-43513,Technology,Accessories,Wireless Mouse,854.45,7,0.2,11
EU-20230906-1017,06/09/2023,11/09/2023,Standard Class,CZ-1939,Lukáš Černý,Consumer,Czechia,Liberec,Liberec Region,46000,West,P-60762,Technology,Phones,Business Phone Pro,1635.28,6,0.1,-157.37
EU-20230329-1018,29/03/2023,29/03/2023,Standard Class,CZ-1032,Anna Procházková,Home Office,Czechia,Brno,South Moravian,60200,Central,P-42583,Technology,Copiers,Office Copier 3000,791.1,9,0,135.82
EU-20231209-1019,09/12/2023,13/12/2023,Second Class,CZ-4126,Anna Procházková,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,West,P-22120,Office Supplies,Binders,Staples Binders Pack,1292.98,9,0.2,-298.75
EU-20240919-1020,19/09/2024,23/09/2024,Standard Class,CZ-6221,Tomas Horák,Corporate,Czechia,Brno,South Moravian,60200,East,P-54813,Technology,Copiers,All-in-One Printer,2420.34,6,0,588.01
EU-20230110-1021,10/01/2023,10/01/2023,First Class,CZ-6606,Jakub Veselý,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,South,P-82302,Furniture,Chairs,Executive Leather Chair,4037.94,9,0,980.25
EU-20240916-1022,16/09/2024,20/09/2024,Second Class,CZ-5366,Eva Dvořáková,Corporate,Czechia,Brno,South Moravian,60200,Central,P-77042,Office Supplies,Binders,Staples Binders Pack,1097.91,9,0,257.81
EU-20240615-1023,15/06/2024,19/06/2024,Second Class,CZ-7265,Jan Novak,Home Office,Czechia,Liberec,Liberec Region,46000,South,P-79672,Office Supplies,Binders,Staples Binders Pack,2931.32,7,0,240.62
EU-20250201-1024,01/02/2025,05/02/2025,Same Day,CZ-6310,Petr Svoboda,Corporate,Czechia,Prague,Prague Region,11000,West,P-86850,Technology,Accessories,Wireless Mouse,258.19,2,0.1,5.73
EU-20241219-1025,19/12/2024,21/12/2024,Standard Class,CZ-2645,Jan Novak,Corporate,Czechia,Olomouc,Olomouc Region,77900,East,P-20435,Office Supplies,Paper,Photo Paper Glossy,3178.96,8,0,788.31
